tanggal,suhu_rata,kelembapan,curah_hujan,lama_penyinaran,angin,stasiun
10-12-2017,29.5,73.0,0.4,6.5,3.0,96741
11-12-2017,27.6,81.0,0.2,2.7,2.0,96741
12-12-2017,27.5,84.0,48.1,0.5,2.0,96741
13-12-2017,27.3,80.0,16.0,0.3,2.0,96741
15-12-2017,28.5,74.0,0.0,0.0,2.0,96741
18-12-2017,27.9,79.0,13.6,0.6,2.0,96741
19-12-2017,27.2,87.0,44.8,5.4,2.0,96741
21-12-2017,27.0,84.0,9.0,0.0,3.0,96741
22-12-2017,28.1,78.0,3.6,0.3,3.0,96741
25-12-2017,29.0,70.0,0.0,7.1,4.0,96741
27-12-2017,28.7,78.0,0.0,7.1,3.0,96741
29-12-2017,28.3,76.0,0.0,2.6,1.0,96741
30-12-2017,28.9,80.0,0.0,3.0,2.0,96741
01-01-2018,29.0,77.0,34.2,7.3,4.0,96741
04-01-2018,29.8,72.0,0.1,7.7,3.0,96741
08-01-2018,29.0,76.0,0.0,0.0,2.0,96741
09-01-2018,28.2,78.0,0.0,3.7,1.0,96741
10-01-2018,28.5,75.0,0.5,3.6,3.0,96741
11-01-2018,28.4,74.0,1.3,6.1,4.0,96741
14-01-2018,27.0,79.0,5.8,3.1,3.0,96741
15-01-2018,26.0,82.0,8.0,1.5,3.0,96741
16-01-2018,27.3,74.0,25.3,2.8,4.0,96741
18-01-2018,25.6,92.0,0.0,1.5,1.0,96741
19-01-2018,27.0,80.0,66.3,0.0,4.0,96741
20-01-2018,26.6,82.0,9.9,0.4,4.0,96741
21-01-2018,28.3,74.0,5.5,3.0,4.0,96741
22-01-2018,27.2,80.0,0.0,2.4,4.0,96741
25-01-2018,27.1,76.0,0.0,3.9,4.0,96741
27-01-2018,28.3,73.0,2.6,2.9,3.0,96741
28-01-2018,26.7,80.0,3.0,1.9,4.0,96741
29-01-2018,27.3,80.0,4.9,1.5,4.0,96741
30-01-2018,27.7,78.0,4.2,4.5,4.0,96741
31-01-2018,28.1,80.0,0.6,4.0,2.0,96741
01-02-2018,28.0,82.0,12.0,4.5,2.0,96741
02-02-2018,28.8,79.0,1.3,4.5,2.0,96741
03-02-2018,28.1,81.0,56.5,7.3,2.0,96741
04-02-2018,27.7,85.0,22.5,3.0,3.0,96741
05-02-2018,26.4,84.0,38.9,1.2,2.0,96741
06-02-2018,26.6,85.0,27.6,0.0,1.0,96741
07-02-2018,26.9,83.0,12.4,3.1,2.0,96741
09-02-2018,27.3,84.0,20.0,3.6,3.0,96741
10-02-2018,27.7,78.0,13.5,5.7,3.0,96741
11-02-2018,27.4,85.0,7.5,9.5,2.0,96741
13-02-2018,28.5,75.0,0.0,6.2,2.0,96741
14-02-2018,27.3,81.0,9.6,3.4,2.0,96741
16-02-2018,27.4,85.0,100.5,0.0,2.0,96741
18-02-2018,27.4,82.0,7.8,1.9,1.0,96741
19-02-2018,28.0,83.0,2.0,8.5,1.0,96741
20-02-2018,27.8,84.0,4.0,5.1,2.0,96741
21-02-2018,27.9,84.0,45.1,7.9,2.0,96741
22-02-2018,27.4,85.0,8.2,8.0,1.0,96741
25-02-2018,28.2,80.0,7.0,9.5,1.0,96741
26-02-2018,27.2,85.0,35.7,8.6,1.0,96741
27-02-2018,27.8,83.0,31.5,4.0,2.0,96741
28-02-2018,26.6,87.0,21.5,6.3,1.0,96741
01-03-2018,28.3,84.0,2.0,2.0,0.0,96741
02-03-2018,28.3,79.0,0.8,3.4,1.0,96741
04-03-2018,29.3,76.0,0.0,1.9,1.0,96741
05-03-2018,27.4,82.0,5.0,5.3,1.0,96741
06-03-2018,28.2,81.0,0.0,4.1,1.0,96741
08-03-2018,27.4,85.0,14.3,7.0,1.0,96741
09-03-2018,28.3,80.0,2.6,3.4,2.0,96741
10-03-2018,28.4,80.0,1.9,5.6,2.0,96741
11-03-2018,28.0,84.0,0.5,5.9,3.0,96741
12-03-2018,28.3,79.0,13.7,6.3,3.0,96741
13-03-2018,27.9,81.0,0.3,3.3,2.0,96741
17-03-2018,27.1,85.0,1.2,7.4,1.0,96741
19-03-2018,28.1,82.0,48.5,7.7,2.0,96741
20-03-2018,28.1,79.0,0.0,8.7,2.0,96741
23-03-2018,28.4,78.0,3.8,6.0,1.0,96741
26-03-2018,27.7,82.0,6.7,2.8,3.0,96741
30-03-2018,29.0,74.0,1.5,9.8,3.0,96741
31-03-2018,29.3,78.0,0.0,9.5,3.0,96741
03-04-2018,28.6,79.0,2.0,7.0,2.0,96741
04-04-2018,27.8,80.0,69.3,8.7,1.0,96741
08-04-2018,28.5,77.0,0.0,9.0,2.0,96741
09-04-2018,27.9,79.0,0.0,6.4,1.0,96741
14-04-2018,29.5,81.0,0.6,9.0,1.0,96741
15-04-2018,30.1,77.0,0.0,8.2,1.0,96741
19-04-2018,29.8,77.0,0.0,7.1,1.0,96741
23-04-2018,26.6,90.0,29.0,6.8,1.0,96741
24-04-2018,27.7,85.0,21.1,0.0,1.0,96741
25-04-2018,25.7,94.0,1.0,0.6,2.0,96741
27-04-2018,29.1,75.0,1.7,3.8,3.0,96741
28-04-2018,29.3,76.0,0.2,8.7,1.0,96741
29-04-2018,29.1,80.0,50.2,8.0,2.0,96741
04-05-2018,29.7,73.0,0.0,7.8,2.0,96741
08-05-2018,29.5,72.0,0.0,8.7,3.0,96741
09-05-2018,30.2,69.0,0.0,8.9,3.0,96741
13-05-2018,30.3,71.0,0.0,9.6,2.0,96741
14-05-2018,30.6,66.0,0.0,7.8,2.0,96741
18-05-2018,28.7,79.0,0.1,1.5,1.0,96741
19-05-2018,28.6,81.0,7.3,6.8,2.0,96741
23-05-2018,28.1,82.0,0.3,8.0,2.0,96741
24-05-2018,28.8,79.0,14.7,1.2,2.0,96741
25-05-2018,27.8,83.0,7.0,6.8,2.0,96741
29-05-2018,29.3,76.0,0.0,5.8,2.0,96741
31-05-2018,29.6,75.0,0.1,8.6,1.0,96741
01-06-2018,29.3,73.0,12.2,8.8,2.0,96741
02-06-2018,29.2,75.0,0.0,8.8,2.0,96741
03-06-2018,29.3,78.0,0.0,7.1,2.0,96741
07-06-2018,29.5,77.0,0.0,7.7,2.0,96741
10-06-2018,29.8,73.0,0.0,8.5,2.0,96741
12-06-2018,29.7,73.0,0.0,8.3,2.0,96741
16-06-2018,29.0,74.0,6.8,6.0,3.0,96741
19-06-2018,28.7,69.0,0.0,9.2,3.0,96741
23-06-2018,29.4,72.0,0.0,6.0,2.0,96741
25-06-2018,24.9,89.0,4.0,2.3,1.0,96741
27-06-2018,27.5,77.0,6.8,0.6,2.0,96741
28-06-2018,27.5,80.0,0.0,4.1,2.0,96741
30-06-2018,28.3,76.0,3.0,5.7,1.0,96741
02-07-2018,28.3,73.0,0.0,6.2,2.0,96741
08-07-2018,28.7,66.0,0.0,8.9,3.0,96741
22-07-2018,29.1,73.0,0.0,6.7,2.0,96741
02-08-2018,27.9,70.0,0.0,5.8,1.0,96741
11-08-2018,28.0,73.0,46.0,7.2,2.0,96741
26-08-2018,28.6,69.0,0.0,7.8,3.0,96741
31-08-2018,28.9,72.0,0.0,8.7,2.0,96741
01-09-2018,27.0,80.0,9.5,9.4,2.0,96741
03-09-2018,28.6,75.0,5.2,8.5,2.0,96741
15-09-2018,28.6,69.0,0.0,8.6,2.0,96741
22-09-2018,28.1,75.0,15.0,0.0,2.0,96741
25-09-2018,28.8,70.0,0.0,9.9,2.0,96741
29-09-2018,28.7,66.0,0.0,10.1,1.0,96741
01-10-2018,29.9,70.0,0.0,9.4,2.0,96741
05-10-2018,29.9,71.0,0.0,9.0,3.0,96741
20-10-2018,29.7,72.0,3.7,5.7,1.0,96741
23-10-2018,27.7,79.0,0.8,9.3,1.0,96741
24-10-2018,29.3,73.0,4.2,3.5,2.0,96741
27-10-2018,29.1,80.0,4.9,9.3,1.0,96741
29-10-2018,28.7,80.0,54.1,5.7,2.0,96741
30-10-2018,29.0,78.0,0.6,7.1,2.0,96741
02-11-2018,29.0,76.0,16.6,9.2,2.0,96741
03-11-2018,28.7,76.0,0.0,4.8,1.0,96741
07-11-2018,29.2,74.0,0.0,8.6,1.0,96741
08-11-2018,28.6,81.0,0.2,2.5,2.0,96741
09-11-2018,27.9,86.0,7.8,0.0,1.0,96741
10-11-2018,28.8,77.0,1.9,2.7,2.0,96741
12-11-2018,29.4,74.0,0.4,4.7,1.0,96741
14-11-2018,29.8,68.0,0.0,3.6,4.0,96741
19-11-2018,29.5,76.0,0.0,2.0,1.0,96741
23-11-2018,27.8,82.0,28.5,8.0,2.0,96741
24-11-2018,29.0,77.0,39.8,7.4,2.0,96741
27-11-2018,28.5,79.0,33.5,2.3,1.0,96741
30-11-2018,27.6,85.0,8.5,3.0,2.0,96741
04-12-2018,28.2,79.0,3.0,0.9,1.0,96741
10-12-2018,29.5,79.0,0.0,2.4,1.0,96741
12-12-2018,28.3,82.0,5.5,7.7,2.0,96741
13-12-2018,29.6,75.0,0.6,1.5,2.0,96741
14-12-2018,29.1,75.0,2.0,8.5,4.0,96741
15-12-2018,28.9,73.0,6.9,6.6,4.0,96741
16-12-2018,29.7,69.0,0.0,4.5,3.0,96741
17-12-2018,30.4,68.0,0.0,3.4,2.0,96741
19-12-2018,28.7,77.0,11.9,6.4,2.0,96741
20-12-2018,29.8,70.0,0.0,8.8,4.0,96741
25-12-2018,28.0,77.0,1.5,5.2,5.0,96741
26-12-2018,26.9,80.0,3.3,3.1,4.0,96741
27-12-2018,28.9,71.0,1.0,0.3,5.0,96741
28-12-2018,29.5,70.0,0.0,6.2,6.0,96741
29-12-2018,29.4,72.0,0.0,10.3,7.0,96741
30-12-2018,30.3,70.0,0.0,6.2,6.0,96741
02-01-2019,28.2,77.0,2.0,0.3,5.0,96741
03-01-2019,28.7,70.0,0.7,7.1,5.0,96741
07-01-2019,29.9,76.0,0.0,10.7,2.0,96741
08-01-2019,29.0,76.0,1.8,9.7,2.0,96741
09-01-2019,28.9,80.0,1.3,7.2,2.0,96741
10-01-2019,27.7,84.0,19.7,5.4,1.0,96741
11-01-2019,29.0,82.0,41.9,7.2,2.0,96741
12-01-2019,28.9,80.0,20.3,9.5,2.0,96741
13-01-2019,28.1,84.0,8.5,10.1,2.0,96741
14-01-2019,27.5,85.0,1.0,1.0,2.0,96741
15-01-2019,28.5,80.0,2.5,1.7,4.0,96741
16-01-2019,27.9,84.0,0.0,1.5,3.0,96741
17-01-2019,28.6,76.0,1.5,0.0,4.0,96741
19-01-2019,27.6,82.0,1.9,0.0,2.0,96741
20-01-2019,28.6,79.0,8.6,0.8,2.0,96741
21-01-2019,27.5,85.0,1.5,3.9,3.0,96741
22-01-2019,26.6,88.0,6.5,1.0,2.0,96741
23-01-2019,28.1,82.0,13.7,0.0,2.0,96741
24-01-2019,28.3,82.0,2.3,0.0,2.0,96741
25-01-2019,26.1,89.0,28.5,8.9,3.0,96741
26-01-2019,28.3,82.0,32.1,0.0,3.0,96741
27-01-2019,28.3,82.0,14.6,2.9,3.0,96741
28-01-2019,28.4,82.0,6.8,0.0,3.0,96741
29-01-2019,28.4,81.0,14.2,0.0,2.0,96741
30-01-2019,27.4,86.0,127.6,3.9,2.0,96741
31-01-2019,27.1,83.0,0.5,5.3,2.0,96741
01-02-2019,27.4,84.0,5.5,5.3,2.0,96741
02-02-2019,28.2,80.0,1.9,5.1,3.0,96741
04-02-2019,28.7,80.0,0.2,8.7,3.0,96741
05-02-2019,28.7,82.0,0.0,2.3,3.0,96741
06-02-2019,28.9,78.0,2.0,6.7,2.0,96741
10-02-2019,28.9,78.0,0.0,9.6,3.0,96741
11-02-2019,27.8,78.0,4.5,6.6,2.0,96741
12-02-2019,28.3,82.0,4.0,6.8,2.0,96741
14-02-2019,28.4,82.0,11.8,1.2,2.0,96741
16-02-2019,27.7,83.0,11.8,2.6,1.0,96741
17-02-2019,27.3,86.0,46.3,3.1,2.0,96741
20-02-2019,28.3,84.0,39.5,5.9,1.0,96741
21-02-2019,28.6,80.0,0.2,2.2,2.0,96741
22-02-2019,27.7,84.0,1.1,4.5,1.0,96741
23-02-2019,27.9,81.0,71.6,4.4,1.0,96741
24-02-2019,28.5,80.0,9.0,8.7,2.0,96741
25-02-2019,29.2,78.0,0.0,8.7,1.0,96741
28-02-2019,29.2,80.0,4.8,7.6,2.0,96741
01-03-2019,29.0,76.0,4.0,7.2,2.0,96741
02-03-2019,28.5,80.0,27.6,6.1,3.0,96741
03-03-2019,27.2,84.0,21.4,2.6,1.0,96741
04-03-2019,27.9,82.0,9.5,1.0,2.0,96741
05-03-2019,27.0,85.0,130.3,7.4,2.0,96741
06-03-2019,25.4,90.0,91.5,4.9,1.0,96741
07-03-2019,27.0,82.0,7.7,0.0,1.0,96741
09-03-2019,27.7,77.0,2.7,8.8,2.0,96741
10-03-2019,28.5,77.0,0.0,5.6,2.0,96741
11-03-2019,27.9,80.0,1.5,2.7,3.0,96741
12-03-2019,27.1,84.0,0.2,3.4,1.0,96741
13-03-2019,27.9,81.0,12.2,0.0,2.0,96741
14-03-2019,27.6,78.0,4.6,2.6,2.0,96741
15-03-2019,28.7,76.0,0.0,5.3,2.0,96741
16-03-2019,28.7,72.0,0.0,7.7,3.0,96741
17-03-2019,27.8,78.0,1.0,2.5,3.0,96741
18-03-2019,28.2,77.0,4.9,1.3,3.0,96741
19-03-2019,27.5,78.0,3.5,4.0,5.0,96741
20-03-2019,28.6,79.0,0.0,0.3,2.0,96741
22-03-2019,28.9,78.0,0.0,3.8,3.0,96741
23-03-2019,29.7,73.0,1.5,9.7,5.0,96741
24-03-2019,29.1,78.0,2.2,8.5,4.0,96741
25-03-2019,28.5,76.0,0.0,5.5,2.0,96741
27-03-2019,28.4,82.0,3.5,10.8,2.0,96741
28-03-2019,29.4,78.0,1.5,6.5,1.0,96741
29-03-2019,28.9,77.0,0.8,3.7,2.0,96741
30-03-2019,28.3,81.0,2.0,9.0,1.0,96741
31-03-2019,29.3,78.0,2.0,6.3,1.0,96741
02-04-2019,28.4,80.0,15.4,8.2,2.0,96741
03-04-2019,28.4,81.0,4.5,8.1,2.0,96741
05-04-2019,28.8,82.0,3.0,7.8,2.0,96741
06-04-2019,28.8,80.0,3.4,5.0,2.0,96741
07-04-2019,28.9,80.0,0.0,7.8,2.0,96741
08-04-2019,29.4,78.0,8.8,5.6,2.0,96741
09-04-2019,28.7,82.0,4.6,5.8,2.0,96741
14-04-2019,29.3,74.0,4.0,8.8,1.0,96741
17-04-2019,28.9,79.0,4.4,8.6,1.0,96741
19-04-2019,28.3,84.0,2.7,9.2,2.0,96741
20-04-2019,27.8,82.0,13.5,6.4,1.0,96741
22-04-2019,30.1,72.0,1.0,6.5,3.0,96741
24-04-2019,27.9,87.0,0.0,7.9,1.0,96741
25-04-2019,29.2,80.0,13.4,0.0,2.0,96741
26-04-2019,28.8,79.0,16.9,8.4,1.0,96741
27-04-2019,28.3,84.0,5.1,5.9,1.0,96741
29-04-2019,28.9,80.0,0.0,4.1,2.0,96741
30-04-2019,28.4,85.0,15.8,1.2,2.0,96741
01-05-2019,28.9,76.0,5.0,1.6,4.0,96741
05-05-2019,29.8,76.0,0.0,9.1,2.0,96741
06-05-2019,29.2,78.0,14.1,9.0,2.0,96741
09-05-2019,29.1,77.0,2.5,7.1,2.0,96741
11-05-2019,29.0,79.0,5.7,0.9,2.0,96741
14-05-2019,30.5,70.0,0.0,7.8,3.0,96741
16-05-2019,29.4,78.0,0.0,5.3,2.0,96741
19-05-2019,29.5,72.0,0.0,0.6,2.0,96741
20-05-2019,30.3,71.0,0.0,3.8,2.0,96741
26-05-2019,30.0,72.0,0.0,9.0,2.0,96741
28-05-2019,30.5,69.0,0.0,9.4,4.0,96741
02-06-2019,29.6,76.0,0.0,0.5,2.0,96741
04-06-2019,29.1,76.0,0.0,0.0,2.0,96741
08-06-2019,28.9,79.0,0.5,6.3,1.0,96741
09-06-2019,29.3,76.0,0.0,3.2,2.0,96741
12-06-2019,29.7,76.0,0.0,6.2,2.0,96741
18-06-2019,28.8,70.0,0.0,6.6,3.0,96741
20-06-2019,29.6,68.0,0.0,9.3,2.0,96741
28-06-2019,29.1,71.0,0.0,7.9,2.0,96741
30-06-2019,28.5,73.0,0.0,8.7,3.0,96741
03-07-2019,29.5,70.0,0.0,6.7,2.0,96741
07-07-2019,29.2,73.0,0.0,9.4,4.0,96741
08-07-2019,29.1,73.0,0.0,8.4,3.0,96741
09-07-2019,28.7,76.0,0.0,8.8,3.0,96741
13-07-2019,28.2,72.0,0.0,9.6,1.0,96741
14-07-2019,28.4,72.0,0.0,6.7,3.0,96741
15-07-2019,27.8,66.0,0.0,5.2,2.0,96741
16-07-2019,27.6,70.0,0.0,9.7,2.0,96741
18-07-2019,28.4,65.0,0.0,9.0,3.0,96741
19-07-2019,29.7,67.0,0.0,9.6,3.0,96741
23-07-2019,28.8,64.0,0.0,7.8,3.0,96741
24-07-2019,28.7,66.0,0.0,9.8,2.0,96741
29-07-2019,28.7,77.0,0.0,8.3,2.0,96741
02-08-2019,28.7,71.0,0.0,9.8,2.0,96741
03-08-2019,28.4,71.0,0.0,9.6,3.0,96741
04-08-2019,28.3,66.0,0.0,4.4,2.0,96741
07-08-2019,28.0,63.0,0.0,8.8,2.0,96741
12-08-2019,28.6,69.0,0.0,7.9,2.0,96741
13-08-2019,28.2,77.0,0.0,9.1,3.0,96741
17-08-2019,28.8,74.0,0.0,5.7,2.0,96741
18-08-2019,27.7,70.0,0.0,7.3,3.0,96741
23-08-2019,28.2,76.0,0.0,6.7,2.0,96741
27-08-2019,28.6,77.0,0.0,5.5,2.0,96741
31-08-2019,27.8,70.0,0.0,7.4,3.0,96741
07-09-2019,28.7,71.0,0.0,2.9,3.0,96741
09-09-2019,28.6,72.0,0.0,4.8,2.0,96741
10-09-2019,30.1,60.0,0.0,9.0,3.0,96741
11-09-2019,28.5,66.0,0.0,10.2,2.0,96741
12-09-2019,27.7,74.0,0.0,10.4,2.0,96741
21-09-2019,28.9,66.0,0.0,9.0,2.0,96741
22-09-2019,28.5,71.0,0.0,9.5,3.0,96741
03-10-2019,29.3,70.0,0.0,8.2,2.0,96741
04-10-2019,29.8,69.0,0.0,8.2,2.0,96741
06-10-2019,28.9,65.0,0.0,10.1,2.0,96741
07-10-2019,29.4,67.0,0.0,9.9,2.0,96741
09-10-2019,29.0,76.0,1.0,9.5,2.0,96741
16-10-2019,29.1,75.0,0.0,8.2,2.0,96741
22-10-2019,30.0,68.0,0.0,9.6,2.0,96741
26-10-2019,29.4,73.0,0.0,9.6,2.0,96741
31-10-2019,29.8,69.0,0.0,9.3,2.0,96741
01-11-2019,28.7,74.0,0.0,7.7,2.0,96741
02-11-2019,29.2,70.0,29.1,6.5,2.0,96741
06-11-2019,29.2,71.0,27.5,9.3,2.0,96741
10-11-2019,29.5,72.0,0.0,9.6,2.0,96741
11-11-2019,30.0,71.0,0.0,9.3,2.0,96741
15-11-2019,30.3,72.0,2.5,0.6,2.0,96741
16-11-2019,29.9,70.0,0.0,9.6,2.0,96741
17-11-2019,29.8,70.0,0.0,9.4,2.0,96741
20-11-2019,30.1,70.0,0.0,9.5,2.0,96741
22-11-2019,29.9,73.0,0.3,6.2,1.0,96741
25-11-2019,29.8,76.0,6.5,9.4,2.0,96741
26-11-2019,30.0,74.0,0.0,6.9,2.0,96741
30-11-2019,28.0,82.0,2.1,7.1,2.0,96741
01-12-2019,30.1,75.0,12.0,6.6,2.0,96741
02-12-2019,30.2,73.0,3.5,9.4,1.0,96741
05-12-2019,29.4,78.0,10.0,9.6,2.0,96741
07-12-2019,27.7,84.0,4.3,0.6,2.0,96741
08-12-2019,28.3,83.0,11.0,0.2,2.0,96741
10-12-2019,28.7,78.0,0.0,7.7,2.0,96741
11-12-2019,28.5,74.0,0.0,2.0,2.0,96741
13-12-2019,28.5,78.0,3.4,0.0,2.0,96741
16-12-2019,29.0,80.0,0.0,6.1,2.0,96741
17-12-2019,27.3,84.0,3.3,0.9,1.0,96741
21-12-2019,29.6,76.0,0.0,8.1,2.0,96741
22-12-2019,27.6,85.0,54.0,8.5,2.0,96741
23-12-2019,28.4,81.0,5.5,5.6,2.0,96741
24-12-2019,29.0,77.0,7.6,6.6,2.0,96741
25-12-2019,26.6,93.0,102.5,8.5,1.0,96741
27-12-2019,27.6,86.0,2.5,6.8,1.0,96741
28-12-2019,27.5,83.0,50.2,4.8,1.0,96741
29-12-2019,27.2,86.0,13.2,5.3,1.0,96741
30-12-2019,29.0,79.0,1.2,0.0,2.0,96741
31-12-2019,27.6,84.0,0.0,9.6,4.0,96741
01-01-2020,27.4,88.0,146.1,3.1,3.0,96741
02-01-2020,27.9,83.0,13.5,0.0,2.0,96741
03-01-2020,28.6,79.0,0.0,7.3,3.0,96741
04-01-2020,28.2,85.0,6.4,0.8,3.0,96741
05-01-2020,27.8,86.0,1.1,0.8,3.0,96741
06-01-2020,27.2,87.0,54.0,0.0,3.0,96741
07-01-2020,27.3,88.0,16.9,3.2,3.0,96741
08-01-2020,28.1,80.0,0.2,4.7,3.0,96741
09-01-2020,28.4,82.0,69.4,0.1,4.0,96741
10-01-2020,25.9,88.0,20.1,0.0,2.0,96741
11-01-2020,26.6,86.0,21.0,0.0,3.0,96741
12-01-2020,28.3,79.0,4.5,2.2,3.0,96741
13-01-2020,27.4,87.0,0.4,10.0,3.0,96741
14-01-2020,28.9,78.0,0.3,2.2,3.0,96741
15-01-2020,28.2,82.0,35.0,8.5,1.0,96741
17-01-2020,28.9,79.0,1.1,4.0,3.0,96741
18-01-2020,27.4,84.0,23.5,9.1,2.0,96741
19-01-2020,28.5,81.0,2.2,2.8,2.0,96741
23-01-2020,28.1,86.0,10.6,7.0,2.0,96741
24-01-2020,27.0,91.0,19.9,5.5,2.0,96741
25-01-2020,27.5,87.0,112.3,0.0,2.0,96741
26-01-2020,28.3,84.0,2.0,0.6,2.0,96741
27-01-2020,28.9,80.0,1.5,8.1,2.0,96741
30-01-2020,27.3,82.0,41.5,7.8,1.0,96741
31-01-2020,28.5,82.0,0.0,3.3,2.0,96741
01-02-2020,26.1,93.0,42.9,0.4,2.0,96741
02-02-2020,26.7,90.0,86.1,0.2,1.0,96741
03-02-2020,27.0,89.0,39.3,2.5,2.0,96741
04-02-2020,26.9,86.0,38.6,1.3,2.0,96741
05-02-2020,27.9,85.0,1.1,5.2,2.0,96741
06-02-2020,27.0,90.0,1.8,2.7,3.0,96741
07-02-2020,26.6,89.0,0.5,0.0,3.0,96741
08-02-2020,27.2,82.0,155.5,0.1,1.0,96741
09-02-2020,26.6,82.0,5.2,3.9,2.0,96741
10-02-2020,28.6,76.0,10.4,0.7,2.0,96741
12-02-2020,29.1,75.0,2.5,6.6,2.0,96741
14-02-2020,27.8,84.0,0.0,2.6,1.0,96741
15-02-2020,28.6,83.0,2.4,0.8,2.0,96741
17-02-2020,27.8,84.0,21.6,2.2,2.0,96741
18-02-2020,27.5,86.0,7.5,0.8,2.0,96741
19-02-2020,27.6,84.0,6.5,6.1,3.0,96741
20-02-2020,27.2,87.0,77.1,2.7,3.0,96741
21-02-2020,28.1,84.0,36.1,2.5,2.0,96741
22-02-2020,27.9,86.0,61.3,7.8,3.0,96741
23-02-2020,28.7,82.0,27.2,6.5,4.0,96741
26-02-2020,28.6,82.0,3.2,0.8,2.0,96741
27-02-2020,28.1,87.0,2.7,4.8,2.0,96741
28-02-2020,27.7,87.0,60.9,0.3,1.0,96741
29-02-2020,27.5,90.0,1.8,0.0,2.0,96741
01-03-2020,27.6,89.0,22.1,0.0,2.0,96741
02-03-2020,28.2,85.0,32.4,0.0,1.0,96741
03-03-2020,28.8,80.0,1.0,7.9,2.0,96741
04-03-2020,28.2,85.0,7.2,7.8,3.0,96741
05-03-2020,28.1,79.0,0.6,1.7,3.0,96741
06-03-2020,28.9,82.0,1.7,0.0,3.0,96741
07-03-2020,28.3,77.0,0.0,9.4,3.0,96741
10-03-2020,29.9,74.0,0.0,6.0,2.0,96741
12-03-2020,27.9,88.0,8.9,4.3,2.0,96741
13-03-2020,27.6,82.0,46.6,2.6,2.0,96741
14-03-2020,29.3,80.0,0.0,7.1,2.0,96741
15-03-2020,29.4,81.0,1.7,9.0,2.0,96741
17-03-2020,29.0,78.0,5.1,5.9,2.0,96741
18-03-2020,27.8,88.0,4.0,9.8,1.0,96741
20-03-2020,27.3,86.0,47.2,1.5,2.0,96741
22-03-2020,28.6,80.0,0.0,5.9,1.0,96741
23-03-2020,28.3,82.0,15.4,3.7,1.0,96741
24-03-2020,28.8,81.0,6.5,5.3,2.0,96741
27-03-2020,28.6,81.0,2.5,3.6,2.0,96741
31-03-2020,28.7,82.0,0.8,5.1,2.0,96741
01-04-2020,28.1,82.0,31.6,7.7,2.0,96741
03-04-2020,29.6,76.0,0.0,9.1,2.0,96741
06-04-2020,28.1,83.0,0.0,2.1,2.0,96741
07-04-2020,28.8,78.0,13.2,1.4,4.0,96741
11-04-2020,29.4,80.0,6.6,4.0,2.0,96741
13-04-2020,28.7,82.0,3.3,7.4,2.0,96741
14-04-2020,28.3,84.0,57.5,9.8,2.0,96741
15-04-2020,28.8,83.0,1.5,7.4,2.0,96741
16-04-2020,29.2,80.0,0.0,5.0,2.0,96741
17-04-2020,29.9,78.0,0.0,7.9,2.0,96741
20-04-2020,30.4,77.0,0.0,9.1,2.0,96741
21-04-2020,30.4,75.0,0.0,10.0,3.0,96741
23-04-2020,30.6,74.0,0.0,10.0,4.0,96741
25-04-2020,29.2,77.0,1.5,6.6,2.0,96741
27-04-2020,27.6,86.0,19.3,8.6,2.0,96741
28-04-2020,28.1,82.0,7.7,3.8,2.0,96741
30-04-2020,28.5,79.0,0.0,6.9,2.0,96741
02-05-2020,27.2,82.0,0.0,0.0,2.0,96741
03-05-2020,29.4,78.0,1.5,0.0,3.0,96741
05-05-2020,29.4,77.0,5.6,1.3,3.0,96741
06-05-2020,29.9,78.0,0.0,9.8,3.0,96741
10-05-2020,29.0,80.0,2.5,0.0,2.0,96741
12-05-2020,29.9,76.0,0.0,7.3,2.0,96741
15-05-2020,30.0,74.0,0.0,7.9,3.0,96741
16-05-2020,30.1,72.0,0.0,8.3,3.0,96741
17-05-2020,30.0,78.0,0.0,9.6,2.0,96741
19-05-2020,28.7,80.0,22.0,1.1,3.0,96741
20-05-2020,30.0,79.0,0.0,6.5,3.0,96741
21-05-2020,28.6,83.0,17.2,7.5,2.0,96741
22-05-2020,30.1,79.0,0.0,2.4,3.0,96741
24-05-2020,31.4,68.0,0.0,9.0,2.0,96741
26-05-2020,30.2,74.0,2.7,7.0,3.0,96741
27-05-2020,29.1,78.0,0.0,6.0,1.0,96741
31-05-2020,29.4,82.0,0.4,9.9,2.0,96741
01-06-2020,29.6,76.0,0.0,4.4,2.0,96741
02-06-2020,29.3,77.0,0.1,6.8,2.0,96741
03-06-2020,29.1,80.0,1.0,10.3,3.0,96741
05-06-2020,29.3,74.0,0.0,8.6,2.0,96741
06-06-2020,28.7,79.0,31.5,0.8,2.0,96741
09-06-2020,29.4,80.0,0.0,8.5,2.0,96741
10-06-2020,29.5,77.0,0.0,5.3,4.0,96741
11-06-2020,29.7,76.0,0.0,8.1,3.0,96741
14-06-2020,30.0,75.0,0.0,6.9,2.0,96741
17-06-2020,29.9,74.0,3.2,6.5,3.0,96741
20-06-2020,29.7,75.0,6.6,1.0,2.0,96741
22-06-2020,28.4,80.0,0.0,3.7,3.0,96741
23-06-2020,28.0,81.0,15.3,2.0,3.0,96741
27-06-2020,29.5,75.0,0.0,8.5,2.0,96741
28-06-2020,29.3,72.0,0.0,5.8,3.0,96741
29-06-2020,29.9,70.0,0.0,7.4,3.0,96741
30-06-2020,29.1,76.0,0.0,9.3,3.0,96741
01-07-2020,29.0,75.0,0.0,10.0,3.0,96741
