tanggal,suhu_rata,kelembapan,curah_hujan,lama_penyinaran,angin,stasiun
12-05-2016,30.0,75.0,0.0,4.2,1.0,96745
13-05-2016,30.6,73.0,1.0,3.0,1.0,96745
14-05-2016,28.9,82.0,14.5,6.4,1.0,96745
15-05-2016,30.0,80.0,0.0,1.0,1.0,96745
16-05-2016,29.2,80.0,0.0,5.0,1.0,96745
17-05-2016,29.1,80.0,4.0,1.2,0.0,96745
18-05-2016,29.4,78.0,0.6,1.5,2.0,96745
19-05-2016,30.5,75.0,0.0,5.0,1.0,96745
20-05-2016,30.1,75.0,0.0,4.9,0.0,96745
21-05-2016,27.8,86.0,53.0,4.2,1.0,96745
22-05-2016,28.6,82.0,5.6,4.0,1.0,96745
24-05-2016,29.0,83.0,19.5,4.2,1.0,96745
25-05-2016,29.4,77.0,4.4,6.5,1.0,96745
26-05-2016,29.3,77.0,0.0,5.0,1.0,96745
27-05-2016,28.6,84.0,0.0,0.4,1.0,96745
29-05-2016,27.1,86.0,0.0,3.0,0.0,96745
30-05-2016,27.5,85.0,2.5,0.0,0.0,96745
02-06-2016,30.0,76.0,0.0,6.4,1.0,96745
03-06-2016,29.3,73.0,0.0,5.5,1.0,96745
05-06-2016,28.4,81.0,0.0,6.4,1.0,96745
06-06-2016,28.3,79.0,0.0,1.0,0.0,96745
07-06-2016,28.9,77.0,1.6,4.0,1.0,96745
09-06-2016,29.0,77.0,0.0,6.5,1.0,96745
10-06-2016,29.0,80.0,31.0,2.0,1.0,96745
11-06-2016,29.3,76.0,0.0,6.2,2.0,96745
12-06-2016,29.1,74.0,0.0,6.9,1.0,96745
13-06-2016,29.6,75.0,0.0,6.0,0.0,96745
14-06-2016,28.4,76.0,0.0,2.8,1.0,96745
15-06-2016,27.7,80.0,0.0,0.0,2.0,96745
16-06-2016,29.3,73.0,0.0,2.2,2.0,96745
17-06-2016,29.5,77.0,0.2,5.6,2.0,96745
18-06-2016,25.0,85.0,57.2,3.0,0.0,96745
19-06-2016,28.0,78.0,4.2,0.0,1.0,96745
20-06-2016,28.4,78.0,0.0,4.0,1.0,96745
21-06-2016,29.5,73.0,0.0,1.0,1.0,96745
22-06-2016,28.1,80.0,5.5,4.0,1.0,96745
23-06-2016,28.3,78.0,0.2,3.7,1.0,96745
24-06-2016,29.2,77.0,6.4,5.5,1.0,96745
25-06-2016,27.5,81.0,59.0,4.0,1.0,96745
26-06-2016,27.9,80.0,0.0,5.0,2.0,96745
27-06-2016,28.3,77.0,21.0,4.6,1.0,96745
28-06-2016,28.7,74.0,0.0,2.0,1.0,96745
29-06-2016,28.8,76.0,0.0,2.4,1.0,96745
30-06-2016,28.8,79.0,15.8,0.2,1.0,96745
01-07-2016,28.1,85.0,3.0,4.4,1.0,96745
03-07-2016,29.1,76.0,0.0,4.3,1.0,96745
04-07-2016,28.4,82.0,59.0,4.3,1.0,96745
05-07-2016,29.2,79.0,0.0,5.4,2.0,96745
06-07-2016,29.1,78.0,0.5,4.5,1.0,96745
07-07-2016,29.7,76.0,0.0,7.2,2.0,96745
08-07-2016,28.8,77.0,0.8,6.7,1.0,96745
09-07-2016,29.9,71.0,0.0,6.5,1.0,96745
10-07-2016,28.4,78.0,0.0,6.3,1.0,96745
11-07-2016,29.4,76.0,0.0,1.0,1.0,96745
12-07-2016,28.7,77.0,4.5,6.5,1.0,96745
13-07-2016,28.4,76.0,0.0,5.3,1.0,96745
14-07-2016,29.2,75.0,0.0,4.0,1.0,96745
15-07-2016,29.6,74.0,0.0,4.0,1.0,96745
16-07-2016,26.3,92.0,0.0,5.0,2.0,96745
17-07-2016,28.0,85.0,76.0,3.6,2.0,96745
18-07-2016,27.6,82.0,32.0,4.0,1.0,96745
19-07-2016,27.9,83.0,0.0,6.4,1.0,96745
20-07-2016,26.4,87.0,15.8,3.0,2.0,96745
21-07-2016,27.8,78.0,44.7,2.2,1.0,96745
22-07-2016,26.3,86.0,0.0,6.2,1.0,96745
23-07-2016,28.3,76.0,14.8,2.0,1.0,96745
24-07-2016,27.3,83.0,0.0,6.5,1.0,96745
25-07-2016,27.7,78.0,8.0,5.0,1.0,96745
26-07-2016,28.0,76.0,0.0,0.4,2.0,96745
27-07-2016,29.1,71.0,0.0,6.2,1.0,96745
28-07-2016,28.8,72.0,0.0,6.0,1.0,96745
29-07-2016,29.8,71.0,0.0,6.0,1.0,96745
30-07-2016,28.5,77.0,0.2,5.7,2.0,96745
31-07-2016,29.3,70.0,0.0,4.5,2.0,96745
01-08-2016,29.3,73.0,0.0,6.7,1.0,96745
02-08-2016,28.2,79.0,24.5,5.2,1.0,96745
03-08-2016,28.4,63.0,2.8,6.0,1.0,96745
04-08-2016,28.5,72.0,0.0,6.8,1.0,96745
05-08-2016,28.7,71.0,0.0,5.5,1.0,96745
06-08-2016,28.9,71.0,0.0,6.0,2.0,96745
07-08-2016,28.4,74.0,0.0,7.0,1.0,96745
08-08-2016,28.3,82.0,6.5,4.0,1.0,96745
09-08-2016,28.5,79.0,18.2,1.6,1.0,96745
10-08-2016,29.0,77.0,2.6,4.0,1.0,96745
11-08-2016,28.8,79.0,4.0,6.5,1.0,96745
13-08-2016,29.5,72.0,0.0,3.4,1.0,96745
14-08-2016,26.5,87.0,28.8,1.0,1.0,96745
15-08-2016,28.0,79.0,5.6,0.9,1.0,96745
16-08-2016,28.4,77.0,0.0,1.3,1.0,96745
17-08-2016,29.0,73.0,0.0,2.0,2.0,96745
18-08-2016,28.8,75.0,0.0,7.0,1.0,96745
19-08-2016,29.2,76.0,0.0,1.5,1.0,96745
20-08-2016,27.7,76.0,50.0,3.5,1.0,96745
21-08-2016,28.5,75.0,0.0,7.0,1.0,96745
23-08-2016,28.1,78.0,4.0,5.0,2.0,96745
24-08-2016,27.6,80.0,13.8,5.1,2.0,96745
25-08-2016,28.1,76.0,0.0,4.0,1.0,96745
26-08-2016,28.6,79.0,0.0,2.3,1.0,96745
28-08-2016,28.6,77.0,3.6,3.5,1.0,96745
29-08-2016,27.9,83.0,0.0,3.2,0.0,96745
30-08-2016,25.9,92.0,20.0,2.0,1.0,96745
31-08-2016,28.8,77.0,42.8,3.0,1.0,96745
01-09-2016,28.8,79.0,0.0,4.7,2.0,96745
03-09-2016,28.7,77.0,8.6,6.4,1.0,96745
04-09-2016,29.0,77.0,0.0,6.0,2.0,96745
05-09-2016,28.5,79.0,55.0,7.0,1.0,96745
06-09-2016,29.1,76.0,0.0,6.6,2.0,96745
07-09-2016,27.4,80.0,8.0,7.0,2.0,96745
08-09-2016,27.9,79.0,27.5,7.8,1.0,96745
09-09-2016,29.3,74.0,0.0,4.8,1.0,96745
10-09-2016,29.4,70.0,0.0,6.0,2.0,96745
11-09-2016,28.8,73.0,0.0,4.8,0.0,96745
12-09-2016,28.5,70.0,0.0,8.0,1.0,96745
13-09-2016,28.9,69.0,0.0,8.0,2.0,96745
14-09-2016,29.1,74.0,0.0,7.7,1.0,96745
15-09-2016,27.7,80.0,6.0,5.6,0.0,96745
16-09-2016,28.6,78.0,0.0,7.0,2.0,96745
17-09-2016,28.8,76.0,0.0,4.4,1.0,96745
18-09-2016,28.5,82.0,20.5,2.3,0.0,96745
19-09-2016,27.2,89.0,0.0,4.2,2.0,96745
20-09-2016,29.1,80.0,13.0,3.0,2.0,96745
21-09-2016,27.8,80.0,0.0,7.5,1.0,96745
22-09-2016,28.0,81.0,6.5,2.0,1.0,96745
23-09-2016,27.7,84.0,0.0,0.3,1.0,96745
24-09-2016,27.3,83.0,59.8,3.5,1.0,96745
25-09-2016,29.1,78.0,0.6,2.4,2.0,96745
26-09-2016,28.3,77.0,22.8,6.2,2.0,96745
27-09-2016,29.0,76.0,0.0,4.5,1.0,96745
29-09-2016,27.9,80.0,8.7,5.5,1.0,96745
14-10-2016,27.6,79.0,2.2,2.2,2.0,96745
15-10-2016,27.7,82.0,0.0,0.0,1.0,96745
22-10-2016,28.6,82.0,21.0,1.1,1.0,96745
23-10-2016,25.5,93.0,7.3,1.6,1.0,96745
24-10-2016,28.2,78.0,20.8,0.0,0.0,96745
25-10-2016,27.8,81.0,7.0,2.0,2.0,96745
26-10-2016,28.8,77.0,1.4,7.5,1.0,96745
28-10-2016,27.9,79.0,0.0,2.2,1.0,96745
29-10-2016,28.0,81.0,13.0,0.0,2.0,96745
01-11-2016,28.7,76.0,0.0,2.4,2.0,96745
02-11-2016,28.9,73.0,19.7,2.3,2.0,96745
03-11-2016,28.9,73.0,0.0,2.1,1.0,96745
04-11-2016,28.9,75.0,2.6,0.0,1.0,96745
06-11-2016,29.2,74.0,0.0,0.0,2.0,96745
07-11-2016,29.6,76.0,0.0,3.2,2.0,96745
08-11-2016,28.1,82.0,0.0,3.5,1.0,96745
09-11-2016,27.9,80.0,51.0,0.0,2.0,96745
10-11-2016,27.4,80.0,0.0,6.4,2.0,96745
11-11-2016,27.3,83.0,1.7,4.0,1.0,96745
12-11-2016,27.9,83.0,16.0,3.0,1.0,96745
13-11-2016,27.3,85.0,11.8,3.2,2.0,96745
14-11-2016,27.4,81.0,41.0,1.9,2.0,96745
15-11-2016,28.1,75.0,0.0,2.0,1.0,96745
16-11-2016,28.7,76.0,4.0,1.6,2.0,96745
18-11-2016,28.2,79.0,0.0,6.4,1.0,96745
19-11-2016,29.9,71.0,0.2,2.0,2.0,96745
20-11-2016,28.6,80.0,0.0,9.0,1.0,96745
21-11-2016,27.7,83.0,7.0,4.0,1.0,96745
22-11-2016,27.9,78.0,28.2,0.0,2.0,96745
23-11-2016,28.4,79.0,0.7,2.6,1.0,96745
24-11-2016,29.3,74.0,0.0,3.5,2.0,96745
25-11-2016,28.7,76.0,0.0,3.0,1.0,96745
26-11-2016,28.7,79.0,0.0,1.0,1.0,96745
27-11-2016,29.0,78.0,4.0,6.0,1.0,96745
28-11-2016,28.1,83.0,9.4,4.0,1.0,96745
29-11-2016,27.1,82.0,1.6,4.3,1.0,96745
30-11-2016,28.5,76.0,0.0,0.0,1.0,96745
01-12-2016,28.5,73.0,0.0,0.0,2.0,96745
03-12-2016,28.5,76.0,6.4,0.3,3.0,96745
04-12-2016,25.0,89.0,0.4,2.2,2.0,96745
05-12-2016,25.8,86.0,14.8,0.2,3.0,96745
06-12-2016,27.7,77.0,1.7,0.3,2.0,96745
07-12-2016,28.8,75.0,0.0,3.5,2.0,96745
09-12-2016,29.3,71.0,14.4,7.3,2.0,96745
10-12-2016,29.9,71.0,0.0,5.0,2.0,96745
11-12-2016,27.7,80.0,0.0,7.0,1.0,96745
12-12-2016,27.2,79.0,3.1,2.3,2.0,96745
13-12-2016,29.4,70.0,0.0,3.0,2.0,96745
14-12-2016,28.0,77.0,0.0,4.0,2.0,96745
15-12-2016,28.6,72.0,0.8,1.8,2.0,96745
16-12-2016,29.2,72.0,0.0,4.5,2.0,96745
17-12-2016,27.5,84.0,0.0,3.0,1.0,96745
18-12-2016,28.8,75.0,7.3,0.3,3.0,96745
19-12-2016,28.0,78.0,0.0,5.0,2.0,96745
20-12-2016,29.6,71.0,1.3,0.3,4.0,96745
21-12-2016,29.0,75.0,0.0,8.7,2.0,96745
22-12-2016,28.4,76.0,0.4,3.5,3.0,96745
23-12-2016,29.2,73.0,0.5,4.3,3.0,96745
24-12-2016,28.8,74.0,0.0,7.0,3.0,96745
25-12-2016,28.2,75.0,0.0,2.5,1.0,96745
27-12-2016,28.1,75.0,7.0,2.0,2.0,96745
28-12-2016,29.8,67.0,0.0,1.0,2.0,96745
29-12-2016,28.6,75.0,0.0,5.0,3.0,96745
30-12-2016,28.7,75.0,0.0,2.6,2.0,96745
31-12-2016,28.6,76.0,0.0,2.0,2.0,96745
01-01-2017,29.9,70.0,0.2,5.0,2.0,96745
02-01-2017,30.2,68.0,0.0,7.5,2.0,96745
03-01-2017,29.9,71.0,0.0,8.2,2.0,96745
04-01-2017,27.4,79.0,38.7,5.0,2.0,96745
07-01-2017,28.7,76.0,3.0,5.3,2.0,96745
08-01-2017,29.1,72.0,0.0,4.0,2.0,96745
09-01-2017,27.9,77.0,0.3,6.8,1.0,96745
10-01-2017,27.8,83.0,12.5,1.0,1.0,96745
11-01-2017,27.4,87.0,5.6,5.2,1.0,96745
12-01-2017,28.1,78.0,17.2,1.1,2.0,96745
13-01-2017,28.3,75.0,0.0,4.3,3.0,96745
14-01-2017,26.7,78.0,0.0,1.7,2.0,96745
15-01-2017,28.0,77.0,3.0,0.6,3.0,96745
16-01-2017,26.4,87.0,1.8,0.0,2.0,96745
17-01-2017,27.3,77.0,30.2,0.2,2.0,96745
19-01-2017,28.2,76.0,0.0,5.6,4.0,96745
20-01-2017,29.7,66.0,0.0,9.3,2.0,96745
21-01-2017,28.8,74.0,0.0,9.5,2.0,96745
22-01-2017,28.4,78.0,0.0,6.0,3.0,96745
23-01-2017,29.0,71.0,0.0,3.2,3.0,96745
24-01-2017,28.6,77.0,0.0,6.6,2.0,96745
25-01-2017,28.9,74.0,0.0,5.0,2.0,96745
26-01-2017,27.3,83.0,17.2,3.7,2.0,96745
28-01-2017,27.4,83.0,6.6,0.0,2.0,96745
29-01-2017,27.0,82.0,17.2,0.0,2.0,96745
30-01-2017,27.3,82.0,3.7,0.2,1.0,96745
31-01-2017,26.6,85.0,3.0,1.0,1.0,96745
01-02-2017,26.2,85.0,16.7,0.0,1.0,96745
02-02-2017,26.7,84.0,5.0,0.5,1.0,96745
03-02-2017,25.9,84.0,11.4,0.8,2.0,96745
04-02-2017,27.6,78.0,29.8,1.3,4.0,96745
06-02-2017,28.3,73.0,3.6,6.5,2.0,96745
07-02-2017,28.6,74.0,3.2,5.2,2.0,96745
08-02-2017,28.0,75.0,0.0,3.0,3.0,96745
09-02-2017,27.4,79.0,0.0,2.5,2.0,96745
10-02-2017,26.4,87.0,8.3,0.4,1.0,96745
11-02-2017,26.0,87.0,25.9,0.0,2.0,96745
12-02-2017,27.2,84.0,26.9,0.0,2.0,96745
13-02-2017,27.4,81.0,21.5,2.5,2.0,96745
15-02-2017,26.7,83.0,29.8,2.2,2.0,96745
16-02-2017,27.2,83.0,13.4,7.5,2.0,96745
17-02-2017,27.1,84.0,30.7,5.1,1.0,96745
18-02-2017,27.9,80.0,0.0,5.6,2.0,96745
19-02-2017,26.7,90.0,16.3,2.0,1.0,96745
20-02-2017,26.1,94.0,9.2,0.0,0.0,96745
23-02-2017,27.4,81.0,14.5,8.7,2.0,96745
24-02-2017,27.5,84.0,0.6,5.0,2.0,96745
25-02-2017,28.5,75.0,0.0,4.2,2.0,96745
26-02-2017,27.5,83.0,10.0,2.0,2.0,96745
27-02-2017,28.1,80.0,1.0,8.0,2.0,96745
28-02-2017,28.2,80.0,10.5,6.5,1.0,96745
01-03-2017,28.1,78.0,0.7,3.4,1.0,96745
02-03-2017,28.2,78.0,0.0,5.0,2.0,96745
04-03-2017,27.6,80.0,3.6,4.0,1.0,96745
06-03-2017,28.7,75.0,0.0,9.0,1.0,96745
07-03-2017,27.7,79.0,0.0,3.5,1.0,96745
08-03-2017,28.0,79.0,18.4,1.2,2.0,96745
09-03-2017,28.1,78.0,0.0,5.0,1.0,96745
10-03-2017,28.3,78.0,0.0,8.3,1.0,96745
11-03-2017,27.8,79.0,0.0,5.6,2.0,96745
12-03-2017,28.6,75.0,0.0,7.5,1.0,96745
13-03-2017,28.8,73.0,2.1,5.0,1.0,96745
15-03-2017,29.8,67.0,2.4,2.6,2.0,96745
16-03-2017,28.5,75.0,0.0,4.0,2.0,96745
18-03-2017,27.0,82.0,6.0,3.2,1.0,96745
19-03-2017,27.9,79.0,7.4,0.3,2.0,96745
20-03-2017,27.6,80.0,0.5,6.0,1.0,96745
21-03-2017,28.1,81.0,13.0,1.0,1.0,96745
22-03-2017,27.4,84.0,13.5,4.0,2.0,96745
23-03-2017,25.9,86.0,16.0,1.2,1.0,96745
24-03-2017,28.1,79.0,6.4,1.4,1.0,96745
25-03-2017,28.6,79.0,0.0,9.0,1.0,96745
26-03-2017,28.6,80.0,0.0,0.8,1.0,96745
27-03-2017,27.4,80.0,18.4,1.8,1.0,96745
28-03-2017,27.4,82.0,0.0,7.3,1.0,96745
29-03-2017,28.8,76.0,23.3,8.0,1.0,96745
30-03-2017,28.6,73.0,0.0,6.0,2.0,96745
31-03-2017,26.9,83.0,0.0,6.0,1.0,96745
01-04-2017,27.9,79.0,10.2,0.4,1.0,96745
02-04-2017,27.3,84.0,49.6,5.0,1.0,96745
03-04-2017,27.8,78.0,13.3,4.0,1.0,96745
05-04-2017,28.7,73.0,0.0,6.3,3.0,96745
06-04-2017,28.6,73.0,0.0,6.5,2.0,96745
07-04-2017,28.5,74.0,0.0,5.0,3.0,96745
08-04-2017,27.4,78.0,7.1,1.0,2.0,96745
09-04-2017,28.8,75.0,0.0,2.1,2.0,96745
10-04-2017,29.4,75.0,2.6,6.0,1.0,96745
11-04-2017,28.3,82.0,18.0,7.7,2.0,96745
12-04-2017,27.9,79.0,19.5,3.2,2.0,96745
13-04-2017,28.4,81.0,2.4,3.0,1.0,96745
14-04-2017,28.6,78.0,0.0,2.4,1.0,96745
15-04-2017,28.9,79.0,0.0,4.1,1.0,96745
16-04-2017,28.7,78.0,0.4,6.0,1.0,96745
17-04-2017,29.0,79.0,0.0,0.0,1.0,96745
18-04-2017,28.7,80.0,0.0,4.5,1.0,96745
19-04-2017,27.9,80.0,0.0,3.5,1.0,96745
20-04-2017,29.2,74.0,7.5,6.5,1.0,96745
21-04-2017,29.0,79.0,0.0,6.7,1.0,96745
22-04-2017,28.5,81.0,0.6,3.0,1.0,96745
23-04-2017,28.8,74.0,6.3,4.5,1.0,96745
24-04-2017,29.5,75.0,0.0,2.0,1.0,96745
25-04-2017,29.8,73.0,0.4,6.0,1.0,96745
26-04-2017,27.9,81.0,0.0,6.5,1.0,96745
27-04-2017,28.3,78.0,0.0,1.0,1.0,96745
28-04-2017,28.3,76.0,18.6,3.7,2.0,96745
29-04-2017,29.7,79.0,0.0,6.0,1.0,96745
01-05-2017,28.5,78.0,0.0,5.6,2.0,96745
02-05-2017,28.0,81.0,32.0,6.5,1.0,96745
03-05-2017,29.0,80.0,4.0,5.6,1.0,96745
04-05-2017,29.0,78.0,46.5,3.0,1.0,96745
05-05-2017,28.9,78.0,0.0,5.4,2.0,96745
06-05-2017,27.8,83.0,3.7,5.0,1.0,96745
07-05-2017,27.8,82.0,5.6,4.0,1.0,96745
09-05-2017,29.1,77.0,0.0,4.2,1.0,96745
10-05-2017,28.9,75.0,0.0,3.0,1.0,96745
11-05-2017,28.2,76.0,0.0,0.1,1.0,96745
12-05-2017,28.8,76.0,0.0,0.0,1.0,96745
13-05-2017,29.4,74.0,0.0,6.4,1.0,96745
14-05-2017,29.1,73.0,2.0,5.0,1.0,96745
15-05-2017,30.3,67.0,0.0,4.8,1.0,96745
16-05-2017,29.8,74.0,0.0,6.5,1.0,96745
17-05-2017,29.8,77.0,0.0,5.3,1.0,96745
18-05-2017,30.1,72.0,0.0,4.7,1.0,96745
19-05-2017,30.1,73.0,0.0,5.5,1.0,96745
20-05-2017,29.6,72.0,0.0,6.2,1.0,96745
21-05-2017,29.9,70.0,0.0,6.6,2.0,96745
22-05-2017,29.3,75.0,31.0,0.0,1.0,96745
23-05-2017,29.5,73.0,0.0,6.0,1.0,96745
24-05-2017,29.2,74.0,0.0,6.0,1.0,96745
25-05-2017,29.4,69.0,0.0,4.0,1.0,96745
26-05-2017,28.9,74.0,0.0,5.2,1.0,96745
27-05-2017,29.7,75.0,0.0,6.5,1.0,96745
28-05-2017,29.0,76.0,0.0,2.2,1.0,96745
29-05-2017,27.0,86.0,4.2,1.2,1.0,96745
30-05-2017,28.0,82.0,6.0,0.0,1.0,96745
31-05-2017,29.9,74.0,0.0,2.0,1.0,96745
01-06-2017,28.2,73.0,0.0,5.5,1.0,96745
03-06-2017,29.0,80.0,0.0,0.0,1.0,96745
04-06-2017,29.0,75.0,0.0,3.5,1.0,96745
05-06-2017,29.1,76.0,0.0,6.0,2.0,96745
06-06-2017,28.5,78.0,23.0,4.0,1.0,96745
07-06-2017,29.3,75.0,0.0,4.0,2.0,96745
08-06-2017,29.3,73.0,0.0,6.0,2.0,96745
09-06-2017,29.7,74.0,0.0,6.5,1.0,96745
10-06-2017,29.4,77.0,0.0,6.5,1.0,96745
11-06-2017,28.6,81.0,19.2,6.0,1.0,96745
12-06-2017,29.7,75.0,0.0,5.5,2.0,96745
13-06-2017,30.0,75.0,0.0,5.5,2.0,96745
14-06-2017,27.7,80.0,32.6,3.0,1.0,96745
15-06-2017,28.9,79.0,0.0,1.7,1.0,96745
16-06-2017,29.3,78.0,3.5,3.0,2.0,96745
17-06-2017,29.6,74.0,0.0,6.5,1.0,96745
18-06-2017,28.7,75.0,0.0,6.5,1.0,96745
20-06-2017,28.9,72.0,0.0,6.3,1.0,96745
22-06-2017,28.2,79.0,0.0,4.8,1.0,96745
24-06-2017,27.4,84.0,0.0,1.0,1.0,96745
25-06-2017,28.1,78.0,0.1,0.0,2.0,96745
26-06-2017,28.0,81.0,2.6,4.8,2.0,96745
27-06-2017,27.6,77.0,12.0,4.0,1.0,96745
28-06-2017,28.6,80.0,0.0,6.4,2.0,96745
29-06-2017,28.1,78.0,0.0,6.4,2.0,96745
30-06-2017,26.9,86.0,45.5,6.3,1.0,96745
01-07-2017,28.2,78.0,10.6,2.1,1.0,96745
02-07-2017,29.1,74.0,0.0,6.5,2.0,96745
03-07-2017,29.2,77.0,0.0,6.3,1.0,96745
04-07-2017,29.8,74.0,0.0,6.5,1.0,96745
05-07-2017,29.9,73.0,0.0,6.5,1.0,96745
06-07-2017,28.2,72.0,0.0,6.2,1.0,96745
07-07-2017,28.8,73.0,0.0,2.8,1.0,96745
08-07-2017,29.2,72.0,0.0,5.7,1.0,96745
09-07-2017,29.1,70.0,0.0,5.3,1.0,96745
10-07-2017,28.2,76.0,0.0,6.0,1.0,96745
11-07-2017,28.1,79.0,16.7,4.8,1.0,96745
12-07-2017,28.0,78.0,0.0,2.2,1.0,96745
13-07-2017,27.9,78.0,11.0,3.2,1.0,96745
14-07-2017,28.4,75.0,0.0,3.0,1.0,96745
15-07-2017,28.7,71.0,0.0,1.1,0.0,96745
16-07-2017,27.8,72.0,0.0,0.0,1.0,96745
17-07-2017,28.0,62.0,0.0,2.0,1.0,96745
18-07-2017,27.9,71.0,0.0,5.7,1.0,96745
19-07-2017,28.0,78.0,0.0,0.0,1.0,96745
20-07-2017,28.3,79.0,0.2,6.2,1.0,96745
21-07-2017,27.7,80.0,81.4,5.0,1.0,96745
22-07-2017,29.2,74.0,0.0,4.2,2.0,96745
23-07-2017,28.6,81.0,0.0,5.2,0.0,96745
24-07-2017,28.3,76.0,0.0,3.3,1.0,96745
26-07-2017,29.0,62.0,0.0,6.5,1.0,96745
27-07-2017,28.5,71.0,0.0,5.6,1.0,96745
28-07-2017,28.8,73.0,0.0,5.0,2.0,96745
30-07-2017,29.2,74.0,0.0,6.4,2.0,96745
31-07-2017,29.0,78.0,0.0,6.1,1.0,96745
01-08-2017,28.3,63.0,0.0,5.8,1.0,96745
02-08-2017,28.3,64.0,0.0,5.2,2.0,96745
03-08-2017,28.2,67.0,0.0,6.3,1.0,96745
04-08-2017,28.3,66.0,0.0,6.5,1.0,96745
05-08-2017,28.7,70.0,0.0,6.4,2.0,96745
06-08-2017,29.0,71.0,0.0,5.6,1.0,96745
07-08-2017,28.9,72.0,0.0,6.0,2.0,96745
08-08-2017,28.9,72.0,0.0,6.4,2.0,96745
09-08-2017,28.6,73.0,0.0,6.6,2.0,96745
10-08-2017,27.9,76.0,0.0,2.0,1.0,96745
11-08-2017,28.9,75.0,0.0,7.0,1.0,96745
12-08-2017,28.9,77.0,0.0,4.2,2.0,96745
13-08-2017,28.7,77.0,0.0,6.0,1.0,96745
14-08-2017,28.8,76.0,0.0,3.4,2.0,96745
16-08-2017,27.9,62.0,0.0,2.2,1.0,96745
17-08-2017,28.5,68.0,0.0,6.7,2.0,96745
18-08-2017,29.3,67.0,0.0,5.5,2.0,96745
19-08-2017,29.7,66.0,0.0,5.2,2.0,96745
20-08-2017,29.0,70.0,0.0,6.6,1.0,96745
21-08-2017,29.0,67.0,0.0,3.5,2.0,96745
22-08-2017,28.6,68.0,0.0,6.5,1.0,96745
23-08-2017,29.1,66.0,0.0,3.6,2.0,96745
24-08-2017,29.4,63.0,0.0,4.6,2.0,96745
25-08-2017,29.2,63.0,0.0,7.0,2.0,96745
26-08-2017,29.3,59.0,0.0,4.0,2.0,96745
27-08-2017,28.5,64.0,0.0,4.2,3.0,96745
28-08-2017,29.2,64.0,0.0,7.0,2.0,96745
29-08-2017,27.9,74.0,0.0,6.0,2.0,96745
30-08-2017,28.0,76.0,0.8,2.5,1.0,96745
31-08-2017,28.4,78.0,0.0,7.2,1.0,96745
01-09-2017,28.6,69.0,0.0,5.8,1.0,96745
02-09-2017,28.9,68.0,0.0,5.2,1.0,96745
03-09-2017,29.2,66.0,0.0,6.3,1.0,96745
04-09-2017,28.9,69.0,0.0,7.5,2.0,96745
05-09-2017,29.2,72.0,0.0,5.9,1.0,96745
06-09-2017,29.4,68.0,0.0,3.0,1.0,96745
07-09-2017,29.5,66.0,0.0,7.5,1.0,96745
08-09-2017,29.5,67.0,0.0,7.5,1.0,96745
09-09-2017,29.1,74.0,0.0,9.0,2.0,96745
10-09-2017,28.9,73.0,0.0,9.0,1.0,96745
11-09-2017,28.6,78.0,12.5,8.0,1.0,96745
12-09-2017,28.6,77.0,0.0,6.0,2.0,96745
13-09-2017,27.8,72.0,0.0,5.5,2.0,96745
14-09-2017,29.1,70.0,0.0,7.0,1.0,96745
15-09-2017,29.1,70.0,0.0,9.4,1.0,96745
16-09-2017,30.5,64.0,0.0,9.0,1.0,96745
17-09-2017,29.9,69.0,0.0,9.4,1.0,96745
18-09-2017,29.4,66.0,0.0,8.5,2.0,96745
19-09-2017,29.5,70.0,0.0,8.0,2.0,96745
20-09-2017,28.2,75.0,18.0,7.0,2.0,96745
21-09-2017,27.2,79.0,27.0,6.6,1.0,96745
22-09-2017,28.6,69.0,0.0,8.0,1.0,96745
23-09-2017,29.0,68.0,0.0,9.3,1.0,96745
24-09-2017,28.0,78.0,0.0,8.0,1.0,96745
25-09-2017,28.6,74.0,1.5,0.4,1.0,96745
27-09-2017,25.6,89.0,71.0,6.0,1.0,96745
28-09-2017,28.0,81.0,26.8,0.0,1.0,96745
29-09-2017,29.4,77.0,9.0,4.5,2.0,96745
30-09-2017,29.1,75.0,0.0,7.0,1.0,96745
01-10-2017,28.0,78.0,0.0,7.5,2.0,96745
02-10-2017,28.7,79.0,30.6,3.7,1.0,96745
03-10-2017,28.8,78.0,1.0,6.0,1.0,96745
04-10-2017,28.0,79.0,0.3,5.0,1.0,96745
05-10-2017,29.8,74.0,0.0,7.8,2.0,96745
06-10-2017,29.6,76.0,0.0,8.0,1.0,96745
07-10-2017,29.9,70.0,0.0,8.0,2.0,96745
08-10-2017,29.1,72.0,0.0,7.0,1.0,96745
09-10-2017,29.0,77.0,0.0,8.0,1.0,96745
10-10-2017,28.5,78.0,3.1,3.0,1.0,96745
11-10-2017,29.4,76.0,0.0,0.7,1.0,96745
12-10-2017,28.7,76.0,0.0,6.8,1.0,96745
14-10-2017,29.4,73.0,0.0,7.0,2.0,96745
16-10-2017,28.4,77.0,0.0,6.3,2.0,96745
17-10-2017,28.5,74.0,5.2,2.0,2.0,96745
18-10-2017,28.9,75.0,0.0,3.0,1.0,96745
19-10-2017,27.5,83.0,4.2,4.0,1.0,96745
20-10-2017,28.7,75.0,6.0,3.0,1.0,96745
21-10-2017,30.0,73.0,0.0,8.0,1.0,96745
22-10-2017,30.1,72.0,0.0,7.8,1.0,96745
23-10-2017,27.7,73.0,0.0,8.3,1.0,96745
